cocktailName,cocktailNameKo,alcoholStrength,cocktailStory,cocktailType,alcoholBaseType,ingredient,recipe,cocktailImgUrl
Lemon Drop,레몬 드롭,STRONG,"레몬 방울'이라는 이름처럼, 이 칵테일은 **'사랑스러운 반전 매력'**을 지녔어요. 보드카와 코엥트루의 강렬함 뒤에 숨겨진 레몬의 상큼함과 설탕의 달콤함은 마치 겉으로는 도도하지만 속으로는 귀여운 당신을 표현하는 듯하죠. 레몬 드롭은 당신의 사랑스러운 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",CLASSIC,VODKA,"보드카:1 1/2 shot, 코앵트로:1 1/2 shot, 레몬:1 wedge",흔들고 설탕을 두른 차가운 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg
Lemon Shot,레몬 샷,VERY_STRONG,"레몬 샷'은 **'인생의 짜릿한 순간'**을 담은 칵테일이에요. 씁쓸한 갈리아노와 레몬의 상큼함, 그리고 강렬한 럼이 어우러져 한 모금 마실 때마다 예상치 못한 반전의 즐거움을 선사하죠. 레몬 샷은 평범한 하루를 특별한 밤으로 바꾸고 싶은 당신에게 완벽한 선택이 될 거예요.",SHOOTER,LIQUEUR,"갈리아노:1/2 oz, 앱솔루트 시트론:1/2 oz, 레몬:1/2 ea, 설탕:Bacardi, 151 프루프 럼:1/2 shot","샷 잔에 갈리아노와 압솔루트 시트론을 섞고, 설탕을 뿌린 레몬 웨지를 잔 위에 올린 다음, 레몬 웨지와 잔 위로 럼을 붓는다. 라이터로 럼에 불을 붙여 1초간 타게 둔다. 빠르게 샷을 마신 다음 레몬을 빤다. 제대로 하면 달콤한 레모네이드 샷과 같은 맛이 난다.",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg
Long vodka,롱 보드카,MEDIUM,"롱 보드카'는 **'자유로운 여행'**을 상징해요. 보드카의 깔끔함에 라임의 상큼함, 토닉 워터의 청량함이 더해져 마치 끝없이 펼쳐진 도로를 달리는 듯한 시원한 기분을 느끼게 해줘요. 롱 보드카는 답답한 일상에서 벗어나고 싶은 당신에게 활력을 불어넣어 줄 거예요.",LONG,VODKA,"보드카:5 cl, 라임:1/2 ea, 앙고스투라 비터스:4 dashes, 토닉 워터:1 dl Schweppes, 얼음:4 cubes","키가 큰 잔에 얼음과 앙고스투라를 넣고 흔들어 잔 안쪽을 코팅한다. 그 위에 보드카를 붓고, 라임 슬라이스 1개를 넣고 남은 라임에서 즙을 짜낸다. 토닉과 섞고 저으면 롱 보드카가 완성된다.",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg
Lemouroudji,레무루지,NON_ALCOHOLIC,"이 음료는 '레무루지'라는 세네갈의 전통 음료예요. 생강과 레몬, 고춧가루가 어우러져 마치 삶의 매운맛과 단맛을 동시에 느끼게 하죠. 레무루지는 겉으로는 매워 보이지만 속은 따뜻하고 달콤한 당신의 모습을 표현하는 듯해요.",LONG,OTHER,"생강:2 pieces, 물:1 gal, 레몬:1 lb, 설탕:1 cup, 카이엔 페퍼:1 ground","레몬 즙을 낸다. 생강 껍질을 벗기고 간다. 간 생강과 넉넉한 양의 카이엔 페퍼를 면포에 넣고 매듭을 묶는다. 물에 담가 둔다. 15분 정도 후, 설탕과 레몬 즙을 넣는다. 차갑게 식혀서 낸다.",https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg
Loch Lomond,로흐 로몬드,STRONG,"스코틀랜드의 아름다운 호수 '로크 로몬드'에서 이름을 따온 이 칵테일은 **'고요한 평화'**를 상징해요. 스카치 위스키의 묵직함과 드람뷔, 드라이 베르무트의 조화는 마치 호수처럼 깊고 고요한 당신의 내면을 표현하는 듯하죠. 로크 로몬드는 복잡한 생각에서 벗어나 혼자만의 시간을 갖고 싶은 당신에게 완벽한 동반자가 될 거예요.",CLASSIC,WHISKY,"스카치:2 oz, 드람부이:1/2 oz, 드라이 베르무트:1/2 oz, 레몬 껍질:1 twist of","얼음이 반쯤 채워진 믹싱 글라스에 스카치, 드람부이, 베르무트를 넣고 잘 젓는다. 칵테일 잔에 거른다. 레몬 트위스트로 장식한다.",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg
London Town,런던 타운,STRONG,런던의 낭만과 활기를 담은 칵테일이에요. 진의 깔끔함과 마라스키노 리큐어의 달콤함이 어우러져 마치 세련된 도시의 밤처럼 당신의 매력을 한층 더 돋보이게 해줄 거예요. 런던 타운은 유행에 휩쓸리지 않고 자신만의 스타일을 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.,CLASSIC,GIN,"진:1 1/2 oz, 마라스키노 리큐르:1/2 oz, 오렌지 비터스:2 dashes",얼음이 반쯤 채워진 믹싱 글라스에 모든 재료를 넣는다. 잘 젓는다. 칵테일 잔에 거른다.,https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg
Limona Corona,리모나 코로나,LIGHT,"이 칵테일은 마치 열대 지방의 즐거운 여름날을 연상시켜요. 시원한 코로나 맥주에 상큼한 바카디 레몬이 더해져, 당신의 일상에 가볍고 경쾌한 에너지를 불어넣어 줄 거예요. 리모나 코로나는 친구들과 함께하는 캐주얼한 모임이나 편안한 저녁 시간에 완벽한 동반자가 될 거예요.",LONG,OTHER,"코로나:1 bottle, 바카디 리몬:1 oz","코로나 병을 딴다. 병 목의 빈 공간을 럼으로 채운다. 병은 위쪽까지 가득 채워져야 한다. 엄지손가락이나 손바닥으로 병 입구를 막는다. 럼과 맥주가 섞이도록 병을 거꾸로 뒤집는다. 다시 바로 세우고, 막았던 손을 떼고 마신다.",https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg
Lord And Lady,로드 앤 레이디,MEDIUM,"영주와 영애'라는 뜻의 이 칵테일은 **'고결한 사랑'**을 상징해요. 다크 럼의 깊은 풍미와 티아 마리아의 달콤함이 어우러져 마치 신분을 초월한 로맨스처럼 깊고 진한 감정을 표현하죠. 이 칵테일은 특별한 밤, 사랑하는 사람과 함께 진솔한 이야기를 나누고 싶을 때 완벽한 선택이 될 거예요.",SHORT,RUM,"다크 럼:1 1/2 oz, 티아 마리아:1/2 oz",얼음 조각이 거의 가득 찬 올드 패션드 잔에 럼과 티아 마리아를 붓는다. 잘 젓는다.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg
Lady Love Fizz,레이디 러브 피즈,LIGHT,"숙녀의 사랑'이라는 뜻의 이 칵테일은 **'우아하고 사랑스러운 매력'**을 지녔어요. 진의 깔끔함과 크림의 부드러움, 레몬의 상큼함이 어우러져 마치 사랑스러운 여인의 수줍은 미소처럼 달콤하고 부드러운 맛을 선사하죠. 레이디 러브 피즈는 당신의 여성스러운 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",CLASSIC,GIN,"진:2 oz, 라이트 크림:2 tsp, 설탕 가루:1 tsp, 레몬:Juice of 1/2, 달걀 흰자:1, 탄산수:1/2 shot","탄산수를 제외한 모든 재료를 얼음과 함께 흔들고, 얼음 두 개가 든 칵테일 잔에 거른다. 탄산수로 채우고, 저어서 낸다.",https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg
Long Island Tea,롱 아일랜드 티,STRONG,"롱 아일랜드 티'는 '반전 매력'을 지닌 칵테일이에요. 겉보기에는 평범한 아이스티 같지만, 보드카, 럼, 진, 데킬라 등 다양한 재료가 어우러져 강렬하고 다채로운 맛을 선사하죠. 이 칵테일은 겉으로는 차분하지만 속으로는 강한 개성을 지닌 당신의 모습을 표현하는 듯해요.",LONG,VODKA,"보드카:1/2 oz, 라이트 럼:1/2 oz, 진:1/2 oz, 테킬라:1/2 oz, 레몬:1/2 ea, 콜라:1 splash",콜라를 제외한 모든 재료를 섞어 얼음이 든 하이볼 잔에 붓는다. 색을 위해 콜라를 약간 넣는다. 레몬 조각으로 장식하여 낸다.,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg
Lone Tree Cooler,론 트리 쿨러,STRONG,외로운 나무 쿨러'는 고요한 사색을 즐기는 사람을 위한 칵테일입니다. 진의 깔끔함과 드라이 베르무트의 절제된 맛이 어우러져 마치 숲속의 외로운 나무처럼 평화롭고 고요한 분위기를 연출하죠. 복잡한 생각에서 벗어나 혼자만의 시간을 가지고 싶을 때 완벽한 동반자가 될 거예요.,LONG,GIN,"탄산수:1/2 shot, 진:1/2 shot, 드라이 베르무트:1/2 shot, 설탕 가루:1/2 dash, 오렌지 스파이럴:1 shot, 레몬 껍질:1/2 ea","콜린스 잔에 설탕 가루와 탄산수 2온스를 넣고 젓는다. 잔에 얼음을 채우고, 진과 베르무트를 넣고 젓는다. 탄산수로 채우고 다시 젓는다. 레몬 껍질 트위스트와 오렌지 나선형 껍질을 끝이 잔 가장자리에 매달리도록 넣는다.",https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg
Lone Tree Cocktail,론 트리 칵테일,STRONG,"외로운 나무'라는 이름처럼, 이 칵테일은 **'고요한 사색'**을 즐기는 당신을 위한 음료예요. 스위트 베르무트의 깊은 풍미와 진의 깔끔함이 어우러져 마치 숲속의 외로운 나무처럼 고요하고 평화로운 분위기를 자아내죠. 론 트리 칵테일은 복잡한 생각에서 벗어나 혼자만의 시간을 가지고 싶을 때 완벽한 동반자가 될 거예요.",CLASSIC,GIN,"스위트 베르무트:3/4 oz, 진:1 1/2 oz","재료를 얼음과 함께 저은 후, 칵테일 잔에 걸러서 낸다.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg
Lazy Coconut Paloma,레이지 코코넛 팔로마,LIGHT,"게으른 코코넛 팔로마'라는 이름처럼, 이 칵테일은 편안하고 여유로운 휴가를 연상시켜요. 코코넛 리큐어의 부드러움과 자몽 주스의 상큼함이 어우러져 마치 해먹에 누워 낮잠을 자는 듯한 기분을 느끼게 해주죠. 게으른 코코넛 팔로마는 바쁜 일상에서 벗어나 진정한 휴식을 즐기고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,LIQUEUR,"코코넛 리큐르:30 ml, 자몽 주스:75 ml, 소다수:1/2 shot",코코넛 리큐어 (가급적 데킬라)를 자몽 주스와 섞고 소다수로 채운다. 잔 안쪽에 큰 자몽 조각을 붙여 장식한다.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg
Long Island Iced Tea,롱 아일랜드 아이스티,STRONG,"롱 아일랜드 아이스티'는 **'반전 매력'**을 가진 칵테일이에요. 겉보기에는 평범한 아이스티 같지만, 보드카, 데킬라, 럼, 진 등 다양한 재료가 어우러져 강렬하고 다채로운 맛을 선사하죠. 이 칵테일은 겉으로는 차분하지만 속으로는 강한 개성을 지닌 당신의 모습을 표현하는 듯해요.",LONG,VODKA,"보드카:1/2 oz, 테킬라:1/2 oz, 라이트 럼:1/2 oz, 진:1/2 oz, 콜라:1 dash, 레몬 껍질:1/2 ea",모든 재료를 하이볼 잔에 넣고 부드럽게 젓는다. 색을 위해 코카콜라를 약간 넣고 레몬 또는 라임 트위스트로 장식한다.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg
Lemon Elderflower Spritzer,레몬 엘더플라워 스프리처,LIGHT,"레몬 엘더플라워 스피리처'는 '순수한 아름다움'을 상징해요. 엘더플라워의 섬세한 향과 레몬의 상큼함, 보드카의 깔끔함이 어우러져 마치 깨끗하고 순수한 영혼을 가진 당신의 모습을 표현하는 듯하죠. 이 칵테일은 당신의 우아하고 순수한 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",LONG,VODKA,"엘더플라워 코디얼:2 tsp, 보드카:1 shot, 소다수:1/3 cup, 신선한 레몬 주스:1/2 shot","모든 재료를 얼음 위에 붓고, 저어서 즐긴다!",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg
Melya,멜리아,NON_ALCOHOLIC,멜리아'는 **'달콤한 위로'**를 전하는 칵테일이에요. 에스프레소의 깊은 풍미에 꿀의 달콤함과 코코아 파우더의 부드러움이 더해져 마치 지친 당신의 마음을 따뜻하게 감싸주는 듯한 기분을 느끼게 해주죠. 멜리아는 힘든 하루를 보낸 당신에게 따뜻한 위로와 휴식을 선물할 거예요.,SHORT,OTHER,"에스프레소:1/2 shot, 꿀:1/2 shot, 코코아 가루:1/2 shot","에스프레소를 추출한다. 커피 잔에 무가당 코코아 가루 1티스푼을 넣은 다음, 꿀을 1티스푼 덮고 컵에 뿌린다. 커피를 추출하는 동안 젓는 것이 재미있는 부분이다. 코코아가 꿀을 섞이지 않게 감싸는 것처럼 보여서, 절대 섞이지 않을 것 같은 끈적하고 칙칙한 덩어리가 된다. 그러다 갑자기, 짜잔! 진한 초콜릿 소스처럼 보인다. 뜨거운 에스프레소를 꿀 위에 붓고 저어서 녹인다. 크림과 함께 낸다.",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg
Mojito,모히토,LIGHT,"쿠바의 뜨거운 태양 아래에서 탄생한 칵테일이에요. 민트와 라임의 시원한 향, 럼의 이국적인 맛이 어우러져 마치 자유를 향한 갈망처럼 당신의 열정을 깨워주죠. 모히토는 복잡한 생각에서 벗어나 오직 즐거움에만 집중하고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,RUM,"라이트 럼:3 oz, 라임:1 ea, 설탕:2 tsp, 민트:4 ea, 소다수:1/2 shot",민트 잎을 설탕과 라임 주스에 넣고 으깬다. 소다수를 약간 넣고 잔을 으깬 얼음으로 채운다. 럼을 붓고 소다수를 채운다. 장식하고 빨대와 함께 낸다.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg
Mimosa,미모사,WEAK,"미모사'는 **'행복한 시작'**을 알리는 칵테일이에요. 샴페인의 우아한 기포와 오렌지 주스의 상큼함이 어우러져 마치 아름다운 아침을 맞이하는 듯한 기분을 느끼게 해주죠. 미모사는 특별한 날, 소중한 사람과 함께 행복한 순간을 축하하고 싶을 때 완벽한 선택이 될 거예요.",CLASSIC,OTHER,"샴페인:1/2 shot, 오렌지 주스:2 oz","두 재료 모두 잘 차가워졌는지 확인한 다음, 잔에 섞는다. 차갑게 낸다.",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg
Mai Tai,마이 타이,LIGHT,"마이 타이'는 '최고'라는 뜻의 타히티어에서 유래되었어요. 이 칵테일은 마치 한여름의 휴가처럼 자유롭고 낭만적인 매력을 지니고 있죠. 럼과 오르제 시럽, 트리플 섹의 이국적인 조합은 당신의 지친 마음을 위로하고 새로운 활력을 불어넣어 줄 거예요.",LONG,RUM,"라이트 럼:1 oz, 오르자 시럽:1/2 oz, 트리플 섹:1/2 oz, 스위트 앤 사워:1 1/2 oz, 체리:1 ea",모든 재료를 얼음과 함께 흔든다. 잔에 거른다. 장식하고 빨대와 함께 낸다.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg
Martini,마티니,VERY_STRONG,"마티니'는 시대를 초월하는 **'클래식한 매력'**을 상징해요. 진의 깔끔함과 드라이 베르무트의 절제된 향, 올리브의 풍미가 어우러져 마치 자신감 넘치는 당신의 당당한 모습을 표현하는 듯하죠. 마티니는 유행에 휩쓸리지 않고 자신만의 스타일을 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.",CLASSIC,GIN,"진:1 2/3 oz, 드라이 베르무트:1/3 oz, 올리브:1 ea",스트레이트: 모든 재료를 얼음이 든 믹싱 글라스에 붓는다. 잘 젓는다. 차가운 마티니 칵테일 잔에 거른다. 레몬 껍질에서 오일을 짜서 음료에 뿌리거나 올리브로 장식한다.,https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg
Michelada,미첼라다,WEAK,"미첼라다'는 멕시코의 뜨거운 태양 아래에서 즐기는 **'짜릿한 휴식'**을 상징해요. 맥주와 토마토 주스, 라임, 핫소스 등 다양한 재료가 어우러져 마치 예상치 못한 반전이 가득한 여행처럼 다채로운 매력을 선사하죠. 미첼라다는 당신의 일상에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",LONG,OTHER,"맥주:4 oz, 토마토 주스:4 oz, 라임 주스:1 tblsp, 핫 소스:1 Dash, 우스터 소스:1 Dash, 간장:1 Dash","맥주를 토마토 주스, 갓 짠 라임 주스, 우스터 소스, 데리야키 소스, 간장 또는 핫 소스와 섞는다. 차갑게 식힌, 소금이 둘러진 잔에 낸다.",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg
Manhattan,맨해튼,STRONG,"맨해튼'은 **'도시의 낭만'**을 담은 칵테일이에요. 버번의 묵직함과 스위트 베르무트의 달콤함, 비터스의 씁쓸함이 어우러져 마치 복잡하지만 매력적인 도시의 밤을 연상시키죠. 맨해튼은 당신의 세련된 매력을 한층 더 돋보이게 해줄 완벽한 음료가 될 거예요.",CLASSIC,WHISKY,"스위트 베르무트:3/4 oz, 버번:2 1/2 oz, 앙고스투라 비터스:1 dash, 얼음:2 cubes, 마라스키노 체리:1 ea, 오렌지 껍질:1 twist of","얼음 위에서 저은 다음, 차가운 잔에 걸러서 장식하고 낸다.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg
Margarita,마가리타,STRONG,"멕시코의 뜨거운 태양 아래에서 탄생한 이 칵테일은 '열정적인 사랑'을 상징해요. 데킬라의 강렬함과 라임 주스의 상큼함, 트리플 섹의 달콤함이 어우러져 마치 첫눈에 반한 사랑처럼 짜릿한 기분을 느끼게 해주죠. 마가리타는 특별한 밤, 당신의 매력을 더욱 돋보이게 해줄 완벽한 동반자가 될 거예요.",CLASSIC,TEQUILA,"테킬라:1 1/2 oz, 트리플 섹:1/2 oz, 라임 주스:1 oz, 소금:1 dash","라임 조각으로 잔의 가장자리를 문질러 소금이 달라붙게 한다. 바깥쪽 가장자리만 적시도록 주의하고 그 위에 소금을 뿌린다. 소금은 마시는 사람의 입술에 닿아야 하며 칵테일에 섞이지 않아야 한다. 다른 재료들을 얼음과 함께 흔든 다음, 조심스럽게 잔에 붓는다.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg
Mint Julep,민트 줄렙,STRONG,민트 줄렙'은 '고풍스러운 우아함'을 상징해요. 버번 위스키의 묵직함에 신선한 민트의 향이 더해져 마치 오랜 역사를 간직한 저택에서 여유를 즐기는 듯한 기분을 느끼게 해줘요. 민트 줄렙은 유행에 휩쓸리지 않고 자신만의 가치를 추구하는 당신에게 가장 잘 어울리는 칵테일입니다.,LONG,WHISKY,"민트:4 fresh, 버번:2 1/2 oz, 설탕 가루:1 tsp, 물:2 tsp","하이볼 잔에 민트, 설탕, 물을 부드럽게 으깬다. 잔을 으깬 얼음으로 채우고, 버번을 넣고 잔에 서리가 내릴 때까지 잘 젓는다. 민트 가지로 장식한다.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg
Martinez 2,마르티네즈 2,STRONG,"마티니의 전신이라고 알려진 이 칵테일은 '세련된 도시의 낭만'을 담고 있어요. 진의 깔끔함과 스위트 베르무트의 깊은 풍미, 마라스키노 리큐어의 달콤함이 어우러져 마치 비밀스러운 밤의 파티를 즐기는 듯한 기분을 느끼게 해 주죠. 마르티네스 2는 당신의 우아하고 지적인 매력을 더욱 돋보이게 해 줄 완벽한 음료예요.",CLASSIC,GIN,"진:1 1/2 oz, 스위트 베르무트:1 1/2 oz, 마라스키노 리큐르:1 tsp, 앙고스투라 비터스:2 dashes","모든 재료를 믹싱 글라스에 넣고 얼음을 채운다. 차가워질 때까지 젓고, 차가운 쿠페 글라스에 거른다.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg
Moranguito,모랑기토,VERY_STRONG,"작은 딸기'라는 뜻의 이 칵테일은 마치 첫사랑의 달콤하고 짜릿한 설렘을 담고 있어요. 압생트와 데킬라의 강렬함에 그레나딘의 달콤함이 더해져, 겉으로는 차가워 보이지만 속으로는 뜨거운 열정을 품은 당신의 모습을 표현하는 듯하죠. 모랑기토는 특별한 밤, 당신의 매력을 더욱 돋보이게 해줄 완벽한 동반자가 될 거예요.",SHOOTER,TEQUILA,"압생트:2/5 cup, 테킬라:2/5 cup, 그레나딘:1/5 cup","먼저 압생트를 넣고, 다음으로 데킬라를 넣고, 마지막으로 그레나딘 시럽을 넣는다.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg
Miami Vice,마이애미 바이스,MEDIUM,"마이애미 바이스'는 **'뜨거운 태양 아래에서 즐기는 짜릿한 반전'**을 상징해요. 달콤한 피나 콜라다와 상큼한 다이키리가 만나, 마치 겉으로는 부드럽지만 속으로는 강렬한 매력을 숨긴 당신을 표현하는 듯하죠. 마이애미 바이스는 평범한 하루를 특별한 휴가처럼 만들고 싶은 당신에게 완벽한 선택이 될 거예요.",CLASSIC,RUM,"151 프루프 럼:5 oz Bacardi, 피나콜라다 믹스:frozen, 다이키리 믹스:frozen","첫 번째: 피나콜라다 믹스와 럼 2.5온스를 얼음과 함께 섞어 따로 둔다. 두 번째: 다이키리 믹스와 럼 2.5온스를 얼음과 함께 섞는다. 세 번째: (두 믹스 모두) 얼어 있는 상태에서, 피나콜라다 믹스를 먼저 잔에 넣은 다음 다이키리 믹스를 넣어 층을 만든다. (이때 서로 섞이지 않도록 주의한다.)",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg
Moscow Mule,모스크바 뮬,LIGHT,"모스코 뮬'은 '자유로운 영혼'을 가진 당신을 위한 칵테일이에요. 보드카의 깔끔함과 라임 주스, 진저 에일의 청량함이 어우러져 한 모금 마실 때마다 답답한 일상을 벗어나고 싶은 당신의 마음을 시원하게 해줄 거예요. 모스코 뮬은 당신의 삶에 새로운 활력을 불어넣어 줄 완벽한 음료가 될 거예요.",SHORT,VODKA,"보드카:2 oz, 라임 주스:2 oz, 진저 에일:8 oz",얼음이 채워진 하이볼 잔에 보드카와 진저 비어를 섞는다. 라임 주스를 넣는다. 부드럽게 젓는다. 장식한다.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg
Mulled Wine,뱅쇼,LIGHT,"뮬드 와인'은 **'따뜻한 크리스마스'**를 상징하는 칵테일이에요. 끓인 와인에 계피와 정향, 레몬 껍질의 향이 더해져 마치 사랑하는 사람들과 함께하는 따뜻한 축제처럼 행복한 분위기를 연출하죠. 뮬드 와인은 당신의 소중한 순간을 더욱 달콤하고 따뜻하게 만들어 줄 완벽한 선택이 될 거예요.",LONG,WINE,"물:3 cups, 설탕:1 cup, 정향:12 ea, 계피:2 ea, 레몬 껍질:1 ea, 레드 와인:750 ml, 브랜디:1/4 cup","스테인리스 냄비에 물 3컵과 설탕, 정향, 계피 스틱, 레몬 껍질을 넣고 10분간 끓인다. 와인을 ""커피 온도""로 가열한 다음(끓이지 말 것), 브랜디를 넣는다.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg
Masala Chai,마살라 차이,NON_ALCOHOLIC,"마살라 차이'는 **'따뜻한 위로와 평화'**를 상징하는 음료예요. 차와 생강, 계피 등 다양한 향신료가 어우러져 마치 따뜻한 담요처럼 당신의 몸과 마음을 감싸주죠. 마살라 차이는 바쁜 일상에서 벗어나 조용하고 편안한 시간을 보내고 싶은 당신에게 완벽한 동반자가 될 거예요.",SHORT,OTHER,"물:2 cups, 차:4 tsp, 생강:1 chunk, 카다멈:3 crushed, 정향:3 ea, 계피:1 piece, 흑후추:1 whole, 설탕:1 dash, 우유:1 shot",물 2컵을 끓인다. 모든 재료를 넣고 약 15초간 다시 끓인다. 1분간 그대로 둔다. 냄비에 우유를 데운다. 차를 컵에 거른다. 우유와 설탕을 넣는다. 끝이다.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg
Munich Mule,뮌헨 뮬,MEDIUM,"뮌헨의 활기찬 축제를 담은 칵테일입니다. 진과 라임 주스, 진저 비어의 조합은 마치 활기 넘치는 비어 가든처럼 짜릿하고 경쾌한 분위기를 연출하죠. 지루한 일상에서 벗어나 새로운 즐거움을 찾고 싶은 당신에게 완벽한 음료가 될 거예요.",LONG,GIN,"진:5 cl, 라임 주스:2 cl, 진저 비어:10 cl, 오이:1 Chopped, 레몬:1 Chopped",잔에 얼음을 채운다. 진과 라임 주스를 붓는다. 잔을 진저 비어로 채운다. 오이와 라임 조각으로 장식한다.,https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg
Mocha-Berry,모카 베리,WEAK,"모카 베리'는 **'달콤한 유혹'**을 담고 있어요. 커피의 쌉쌀함과 라즈베리 리큐어의 달콤함, 코코아 파우더의 부드러움이 어우러져 한 모금 마실 때마다 예상치 못한 로맨스처럼 당신의 마음을 두근거리게 하죠. 모카 베리는 특별한 날, 당신의 매력을 더욱 돋보이게 해줄 완벽한 선택이 될 거예요.",SHORT,LIQUEUR,"커피:6 oz, 샹보르 라즈베리 리큐르:2 oz, 코코아 가루:2 tblsp, 휘핑크림:1 shot",머그잔이나 아이리시 커피 잔에 커피 6온스를 붓는다. 코코아 믹스와 샹보르를 넣고 잘 섞은 다음 휘핑크림으로 마무리한다.,https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg
Mango Mojito,망고 모히토,LIGHT,"망고 모히토'는 **'열정적인 사랑'**을 상징해요. 망고의 달콤함과 라임, 민트의 상큼함이 어우러져 마치 첫눈에 반한 사랑처럼 짜릿한 기분을 느끼게 해 주죠. 망고 모히토는 당신의 로맨틱한 순간을 더욱 특별하게 만들어 줄 완벽한 동반자가 될 거예요.",LONG,RUM,"라임:3 ea, 망고:1 Fresh, 민트:Sprig, 화이트 럼:200 ml, 얼음:1 cubes, 소다수:1/2 shot, 망고:1/2 ea","라임 1개 반의 즙을 짜서 망고와 함께 블렌딩하여 부드러운 퓌레를 만든다. 남은 라임을 4등분한 다음, 각 조각을 다시 반으로 자른다. 각 잔에 라임 조각 2개와 캐스터 설탕 1티스푼, 민트 잎 5~6개를 넣는다. 머들러나 밀대 끝으로 라임과 민트의 모든 풍미가 우러나도록 재료를 짓누른다. 망고 퓌레를 잔에 나누어 담고 화이트 럼 30ml와 으깬 얼음 한 줌을 각각 넣고 잘 저어 섞는다. 소다수로 채워 낸다. 원한다면 추가 민트로 장식한다.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg
Mojito Extra,모히토 엑스트라,MEDIUM,모히토 엑스트라'는 **'숨겨진 열정'**을 담고 있어요. 일반 모히토에 앙고스투라 비터스가 더해져 겉으로는 상큼하고 시원하지만 속으로는 깊고 복합적인 매력을 뽐내죠. 모히토 엑스트라는 겉으로는 차분하지만 속으로는 뜨거운 열정을 품은 당신의 모습을 표현하는 듯해요.,LONG,RUM,"민트:1/2 handful, 레몬 주스:3 cl, 다크 럼:1/8 L, 클럽 소다:1/8 L, 앙고스투라 비터스:8 drops","민트와 레몬 주스를 잔에 넣고, 숟가락으로 민트를 으깬다. 얼음, 럼을 넣고 클럽 소다로 채운다. 앙고스투라를 위에 얹는다.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg
Monkey Gland,몽키 글랜드,STRONG,"몽키 글랜드'는 유쾌한 반전을 담은 칵테일입니다. 진의 깔끔함에 베네딕틴과 오렌지 주스, 그레나딘이 더해져 겉보기엔 부드럽지만 속은 강렬한 매력을 뽐내죠. 이 칵테일은 틀에 박힌 것을 거부하고 자신만의 개성을 뽐내고 싶은 당신에게 완벽한 음료입니다.",CLASSIC,GIN,"진:2 oz, 베네딕틴:1 tsp, 오렌지 주스:1/2 oz, 그레나딘:1 tsp","셰이커에 얼음과 함께 잘 흔들고, 차가운 칵테일 잔에 거른다.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg
